State,Year,Month,Day,Rainfall (mm)
Selangor,2018,2,3,1.27
Selangor,2018,2,4,3.73
Selangor,2018,2,5,0.65
Selangor,2018,2,6,0.45
Selangor,2018,2,7,1.66
Selangor,2018,2,8,9.07
Selangor,2018,2,9,3.63
Selangor,2018,2,10,4.30
Selangor,2018,2,11,1.04
Selangor,2018,2,12,0.75
Selangor,2018,2,13,0.31
Selangor,2018,2,14,0.18
Selangor,2018,2,15,0.23
Selangor,2018,2,16,0.67
Selangor,2018,2,17,7.61
Selangor,2018,2,18,20.94
Selangor,2018,2,19,14.47
Selangor,2018,2,20,5.08
Selangor,2018,2,21,17.64
Selangor,2018,2,22,5.57
Selangor,2018,2,23,13.98
Selangor,2018,2,24,4.49
Selangor,2018,2,25,2.78
Selangor,2018,2,26,7.06
Selangor,2018,2,27,7.05
Selangor,2018,2,28,7.89
Selangor,2018,3,1,5.51
Selangor,2018,3,2,4.54
Selangor,2018,3,3,0.26
Selangor,2018,3,4,1.15
Selangor,2018,3,5,4.81
Selangor,2018,3,6,0.11
Selangor,2018,3,7,0.08
Selangor,2018,3,8,1.33
Selangor,2018,3,9,9.14
Selangor,2018,3,10,4.01
Selangor,2018,3,11,0.75
Selangor,2018,3,12,0.81
Selangor,2018,3,13,0.87
Selangor,2018,3,14,0.87
Selangor,2018,3,15,2.25
Selangor,2018,3,16,1.95
Selangor,2018,3,17,22.11
Selangor,2018,3,18,5.69
Selangor,2018,3,19,2.23
Selangor,2018,3,20,6.26
Selangor,2018,3,21,11.23
Selangor,2018,3,22,1.08
Selangor,2018,3,23,1.53
Selangor,2018,3,24,0.28
Selangor,2018,3,25,8.52
Selangor,2018,3,26,3.17
Selangor,2018,3,27,1.41
Selangor,2018,3,28,32.16
Selangor,2018,3,29,7.72
Selangor,2018,3,30,1.48
Selangor,2018,3,31,3.31
Selangor,2018,4,1,4.88
Selangor,2018,4,2,8.11
Selangor,2018,4,3,10.54
Selangor,2018,4,4,7.40
Selangor,2018,4,5,15.97
Selangor,2018,4,6,12.55
Selangor,2018,4,7,15.01
Selangor,2018,4,8,9.37
Selangor,2018,4,9,13.67
Selangor,2018,4,10,3.60
Selangor,2018,4,11,9.45
Selangor,2018,4,12,38.98
Selangor,2018,4,13,32.89
Selangor,2018,4,14,8.25
Selangor,2018,4,15,6.25
Selangor,2018,4,16,7.72
Selangor,2018,4,17,34.30
Selangor,2018,4,18,2.43
Selangor,2018,4,19,16.28
Selangor,2018,4,20,43.58
Selangor,2018,4,21,39.76
Selangor,2018,4,22,25.93
Selangor,2018,4,23,34.44
Selangor,2018,4,24,6.79
Selangor,2018,4,25,4.58
Selangor,2018,4,26,13.48
Selangor,2018,4,27,19.93
Selangor,2018,4,28,0.84
Selangor,2018,4,29,0.01
Selangor,2018,4,30,6.76
Selangor,2018,5,1,7.45
Selangor,2018,5,2,11.00
Selangor,2018,5,3,53.06
Selangor,2018,5,4,3.45
Selangor,2018,5,5,3.00
Selangor,2018,5,6,0.04
Selangor,2018,5,7,1.24
Selangor,2018,5,8,0.34
Selangor,2018,5,9,9.03
Selangor,2018,5,10,17.39
Selangor,2018,5,11,13.12
Selangor,2018,5,12,5.93
Selangor,2018,5,13,16.13
Selangor,2018,5,14,7.96
Selangor,2018,5,15,9.47
Selangor,2018,5,16,0.48
Selangor,2018,5,17,0.39
Selangor,2018,5,18,1.92
Selangor,2018,5,19,4.51
Selangor,2018,5,20,0.10
Selangor,2018,5,21,0.23
Selangor,2018,5,22,0.40
Selangor,2018,5,23,0.01
Selangor,2018,5,24,0.32
Selangor,2018,5,25,2.93
Selangor,2018,5,26,15.94
Selangor,2018,5,27,1.53
Selangor,2018,5,28,0.48
Selangor,2018,5,29,0.66
Selangor,2018,5,30,0.47
Selangor,2018,5,31,0.19
Selangor,2018,6,1,1.15
Selangor,2018,6,2,11.31
Selangor,2018,6,3,5.09
Selangor,2018,6,4,0.34
Selangor,2018,6,5,0.00
Selangor,2018,6,6,0.00
Selangor,2018,6,7,0.00
Selangor,2018,6,8,0.22
Selangor,2018,6,9,0.34
Selangor,2018,6,10,0.57
Selangor,2018,6,11,0.23
Selangor,2018,6,12,1.09
Selangor,2018,6,13,2.41
Selangor,2018,6,14,4.83
Selangor,2018,6,15,16.61
Selangor,2018,6,16,4.58
Selangor,2018,6,17,6.79
Selangor,2018,6,18,1.58
Selangor,2018,6,19,3.34
Selangor,2018,6,20,16.22
Selangor,2018,6,21,6.79
Selangor,2018,6,22,0.64
Selangor,2018,6,23,3.38
Selangor,2018,6,24,0.81
Selangor,2018,6,25,1.11
Selangor,2018,6,26,2.53
Selangor,2018,6,27,1.35
Selangor,2018,6,28,2.32
Selangor,2018,6,29,2.65
Selangor,2018,6,30,16.33
Selangor,2018,7,1,3.45
Selangor,2018,7,2,2.10
Selangor,2018,7,3,4.36
Selangor,2018,7,4,6.50
Selangor,2018,7,5,4.88
Selangor,2018,7,6,0.23
Selangor,2018,7,7,0.09
Selangor,2018,7,8,0.65
Selangor,2018,7,9,0.15
Selangor,2018,7,10,0.65
Selangor,2018,7,11,0.45
Selangor,2018,7,12,0.30
Selangor,2018,7,13,0.19
Selangor,2018,7,14,0.12
Selangor,2018,7,15,0.23
Selangor,2018,7,16,0.64
Selangor,2018,7,17,2.97
Selangor,2018,7,18,1.63
Selangor,2018,7,19,0.75
Selangor,2018,7,20,3.73
Selangor,2018,7,21,5.04
Selangor,2018,7,22,1.24
Selangor,2018,7,23,2.82
Selangor,2018,7,24,0.33
Selangor,2018,7,25,0.18
Selangor,2018,7,26,0.19
Selangor,2018,7,27,1.90
Selangor,2018,7,28,12.46
Selangor,2018,7,29,13.37
Selangor,2018,7,30,7.84
Selangor,2018,7,31,3.95
Selangor,2018,8,1,0.24
Selangor,2018,8,2,0.01
Selangor,2018,8,3,0.01
Selangor,2018,8,4,0.00
Selangor,2018,8,5,0.00
Selangor,2018,8,6,0.01
Selangor,2018,8,7,0.27
Selangor,2018,8,8,0.55
Selangor,2018,8,9,0.36
Selangor,2018,8,10,0.45
Selangor,2018,8,11,3.93
Selangor,2018,8,12,0.92
Selangor,2018,8,13,4.12
Selangor,2018,8,14,4.56
Selangor,2018,8,15,0.89
Selangor,2018,8,16,4.43
Selangor,2018,8,17,14.33
Selangor,2018,8,18,6.00
Selangor,2018,8,19,2.46
Selangor,2018,8,20,6.97
Selangor,2018,8,21,5.16
Selangor,2018,8,22,0.81
Selangor,2018,8,23,4.32
Selangor,2018,8,24,4.73
Selangor,2018,8,25,3.89
Selangor,2018,8,26,14.52
Selangor,2018,8,27,9.11
Selangor,2018,8,28,0.61
Selangor,2018,8,29,2.49
Selangor,2018,8,30,8.45
Selangor,2018,8,31,5.13
Selangor,2018,9,1,2.05
Selangor,2018,9,2,0.85
Selangor,2018,9,3,1.71
Selangor,2018,9,4,12.46
Selangor,2018,9,5,2.16
Selangor,2018,9,6,1.45
Selangor,2018,9,7,2.52
Selangor,2018,9,8,22.46
Selangor,2018,9,9,7.66
Selangor,2018,9,10,2.22
Selangor,2018,9,11,1.71
Selangor,2018,9,12,11.09
Selangor,2018,9,13,1.60
Selangor,2018,9,14,2.98
Selangor,2018,9,15,1.10
Selangor,2018,9,16,10.68
Selangor,2018,9,17,4.79
Selangor,2018,9,18,5.73
Selangor,2018,9,19,1.43
Selangor,2018,9,20,2.51
Selangor,2018,9,21,5.96
Selangor,2018,9,22,5.24
Selangor,2018,9,23,2.66
Selangor,2018,9,24,3.90
Selangor,2018,9,25,3.93
Selangor,2018,9,26,6.23
Selangor,2018,9,27,12.81
Selangor,2018,9,28,1.62
Selangor,2018,9,29,5.19
Selangor,2018,9,30,2.72
Selangor,2018,10,1,4.07
Selangor,2018,10,2,1.94
Selangor,2018,10,3,2.79
Selangor,2018,10,4,10.98
Selangor,2018,10,5,18.19
Selangor,2018,10,6,10.03
Selangor,2018,10,7,6.71
Selangor,2018,10,8,2.01
Selangor,2018,10,9,7.45
Selangor,2018,10,10,3.15
Selangor,2018,10,11,18.62
Selangor,2018,10,12,4.89
Selangor,2018,10,13,7.57
Selangor,2018,10,14,1.78
Selangor,2018,10,15,0.16
Selangor,2018,10,16,1.27
Selangor,2018,10,17,0.92
Selangor,2018,10,18,6.73
Selangor,2018,10,19,1.23
Selangor,2018,10,20,3.79
Selangor,2018,10,21,14.76
Selangor,2018,10,22,4.15
Selangor,2018,10,23,15.55
Selangor,2018,10,24,16.17
Selangor,2018,10,25,20.19
Selangor,2018,10,26,6.20
Selangor,2018,10,27,10.81
Selangor,2018,10,28,54.16
Selangor,2018,10,29,13.74
Selangor,2018,10,30,1.33
Selangor,2018,10,31,0.68
Selangor,2018,11,1,0.39
Selangor,2018,11,2,5.42
Selangor,2018,11,3,12.45
Selangor,2018,11,4,11.49
Selangor,2018,11,5,2.38
Selangor,2018,11,6,9.00
Selangor,2018,11,7,6.71
Selangor,2018,11,8,3.49
Selangor,2018,11,9,3.29
Selangor,2018,11,10,1.36
Selangor,2018,11,11,0.53
Selangor,2018,11,12,3.12
Selangor,2018,11,13,0.39
Selangor,2018,11,14,0.09
Selangor,2018,11,15,2.97
Selangor,2018,11,16,5.36
Selangor,2018,11,17,1.45
Selangor,2018,11,18,0.03
Selangor,2018,11,19,2.13
Selangor,2018,11,20,9.12
Selangor,2018,11,21,4.33
Selangor,2018,11,22,5.61
Selangor,2018,11,23,1.47
Selangor,2018,11,24,22.58
Selangor,2018,11,25,23.20
Selangor,2018,11,26,18.32
Selangor,2018,11,27,7.28
Selangor,2018,11,28,30.64
Selangor,2018,11,29,27.42
Selangor,2018,11,30,20.48
Selangor,2018,12,1,11.38
Selangor,2018,12,2,3.61
Selangor,2018,12,3,3.30
Selangor,2018,12,4,12.34
Selangor,2018,12,5,16.26
Selangor,2018,12,6,47.55
Selangor,2018,12,7,10.45
Selangor,2018,12,8,3.81
Selangor,2018,12,9,1.24
Selangor,2018,12,10,1.31
Selangor,2018,12,11,5.40
Selangor,2018,12,12,9.65
Selangor,2018,12,13,5.37
Selangor,2018,12,14,0.66
Selangor,2018,12,15,4.60
Selangor,2018,12,16,6.34
Selangor,2018,12,17,8.65
Selangor,2018,12,18,24.86
Selangor,2018,12,19,8.72
Selangor,2018,12,20,1.48
Selangor,2018,12,21,0.75
Selangor,2018,12,22,2.44
Selangor,2018,12,23,15.44
Selangor,2018,12,24,1.42
Selangor,2018,12,25,0.63
Selangor,2018,12,26,7.57
Selangor,2018,12,27,6.71
Selangor,2018,12,28,10.41
Selangor,2018,12,29,3.46
Selangor,2018,12,30,6.52
Selangor,2018,12,31,7.76
Selangor,2019,1,1,4.56
Selangor,2019,1,2,3.98
Selangor,2019,1,3,2.16
Selangor,2019,1,4,1.37
Selangor,2019,1,5,1.07
Selangor,2019,1,6,0.07
Selangor,2019,1,7,0.75
Selangor,2019,1,8,1.00
Selangor,2019,1,9,0.69
Selangor,2019,1,10,0.20
Selangor,2019,1,11,0.02
Selangor,2019,1,12,0.03
Selangor,2019,1,13,0.15
Selangor,2019,1,14,0.26
Selangor,2019,1,15,0.30
Selangor,2019,1,16,1.94
Selangor,2019,1,17,1.15
Selangor,2019,1,18,0.48
Selangor,2019,1,19,0.73
Selangor,2019,1,20,0.03
Selangor,2019,1,21,0.03
Selangor,2019,1,22,0.04
Selangor,2019,1,23,0.73
Selangor,2019,1,24,8.44
Selangor,2019,1,25,0.33
Selangor,2019,1,26,0.34
Selangor,2019,1,27,0.00
Selangor,2019,1,28,0.01
Selangor,2019,1,29,0.04
Selangor,2019,1,30,0.02
Selangor,2019,1,31,0.10
Selangor,2019,2,1,0.02
Selangor,2019,2,2,0.02
Selangor,2019,2,3,0.01
Selangor,2019,2,4,0.01
Selangor,2019,2,5,0.03
Selangor,2019,2,6,0.42
Selangor,2019,2,7,0.01
Selangor,2019,2,8,0.16
Selangor,2019,2,9,1.26
Selangor,2019,2,10,10.09
Selangor,2019,2,11,5.99
Selangor,2019,2,12,10.16
Selangor,2019,2,13,9.06
Selangor,2019,2,14,0.88
Selangor,2019,2,15,1.15
Selangor,2019,2,16,0.27
Selangor,2019,2,17,0.13
Selangor,2019,2,18,1.92
Selangor,2019,2,19,3.50
Selangor,2019,2,20,1.46
Selangor,2019,2,21,4.83
Selangor,2019,2,22,12.49
Selangor,2019,2,23,10.17
Selangor,2019,2,24,3.37
Selangor,2019,2,25,45.14
Selangor,2019,2,26,11.39
Selangor,2019,2,27,4.64
Selangor,2019,2,28,10.64
Selangor,2019,3,1,0.04
Selangor,2019,3,2,0.06
Selangor,2019,3,3,0.00
Selangor,2019,3,4,0.42
Selangor,2019,3,5,0.39
Selangor,2019,3,6,1.24
Selangor,2019,3,7,3.40
Selangor,2019,3,8,2.59
Selangor,2019,3,9,3.20
Selangor,2019,3,10,0.08
Selangor,2019,3,11,2.13
Selangor,2019,3,12,9.94
Selangor,2019,3,13,8.10
Selangor,2019,3,14,11.80
Selangor,2019,3,15,29.80
Selangor,2019,3,16,49.18
Selangor,2019,3,17,2.37
Selangor,2019,3,18,0.43
Selangor,2019,3,19,0.17
Selangor,2019,3,20,0.01
Selangor,2019,3,21,0.02
Selangor,2019,3,22,0.10
Selangor,2019,3,23,0.40
Selangor,2019,3,24,2.31
Selangor,2019,3,25,4.40
Selangor,2019,3,26,16.76
Selangor,2019,3,27,9.42
Selangor,2019,3,28,0.36
Selangor,2019,3,29,0.05
Selangor,2019,3,30,0.04
Selangor,2019,3,31,0.44
Selangor,2019,4,1,0.08
Selangor,2019,4,2,5.66
Selangor,2019,4,3,42.44
Selangor,2019,4,4,24.26
Selangor,2019,4,5,24.86
Selangor,2019,4,6,3.68
Selangor,2019,4,7,1.64
Selangor,2019,4,8,8.25
Selangor,2019,4,9,9.06
Selangor,2019,4,10,0.06
Selangor,2019,4,11,0.55
Selangor,2019,4,12,12.34
Selangor,2019,4,13,4.50
Selangor,2019,4,14,3.35
Selangor,2019,4,15,18.59
Selangor,2019,4,16,13.39
Selangor,2019,4,17,3.18
Selangor,2019,4,18,0.80
Selangor,2019,4,19,0.03
Selangor,2019,4,20,0.18
Selangor,2019,4,21,0.04
Selangor,2019,4,22,0.02
Selangor,2019,4,23,0.01
Selangor,2019,4,24,0.04
Selangor,2019,4,25,0.12
Selangor,2019,4,26,0.57
Selangor,2019,4,27,0.43
Selangor,2019,4,28,0.22
Selangor,2019,4,29,0.20
Selangor,2019,4,30,0.19
Selangor,2019,5,1,0.77
Selangor,2019,5,2,3.59
Selangor,2019,5,3,1.47
Selangor,2019,5,4,0.05
Selangor,2019,5,5,0.18
Selangor,2019,5,6,14.35
Selangor,2019,5,7,10.51
Selangor,2019,5,8,22.89
Selangor,2019,5,9,9.89
Selangor,2019,5,10,4.53
Selangor,2019,5,11,2.51
Selangor,2019,5,12,11.57
Selangor,2019,5,13,14.86
Selangor,2019,5,14,10.63
Selangor,2019,5,15,8.06
Selangor,2019,5,16,52.88
Selangor,2019,5,17,17.16
Selangor,2019,5,18,4.09
Selangor,2019,5,19,2.59
Selangor,2019,5,20,0.66
Selangor,2019,5,21,0.01
Selangor,2019,5,22,0.00
Selangor,2019,5,23,0.00
Selangor,2019,5,24,0.00
Selangor,2019,5,25,0.00
Selangor,2019,5,26,0.00
Selangor,2019,5,27,0.00
Selangor,2019,5,28,0.00
Selangor,2019,5,29,0.00
Selangor,2019,5,30,0.05
Selangor,2019,5,31,0.01
Selangor,2019,6,1,0.03
Selangor,2019,6,2,0.34
Selangor,2019,6,3,26.53
Selangor,2019,6,4,20.53
Selangor,2019,6,5,23.13
Selangor,2019,6,6,14.60
Selangor,2019,6,7,1.19
Selangor,2019,6,8,14.67
Selangor,2019,6,9,5.50
Selangor,2019,6,10,1.12
Selangor,2019,6,11,1.30
Selangor,2019,6,12,11.68
Selangor,2019,6,13,40.14
Selangor,2019,6,14,6.66
Selangor,2019,6,15,19.23
Selangor,2019,6,16,7.13
Selangor,2019,6,17,3.84
Selangor,2019,6,18,0.06
Selangor,2019,6,19,0.34
Selangor,2019,6,20,0.03
Selangor,2019,6,21,0.93
Selangor,2019,6,22,4.90
Selangor,2019,6,23,2.12
Selangor,2019,6,24,1.24
Selangor,2019,6,25,0.96
Selangor,2019,6,26,0.11
Selangor,2019,6,27,0.01
Selangor,2019,6,28,0.16
Selangor,2019,6,29,3.39
Selangor,2019,6,30,8.59
Selangor,2019,7,1,3.51
Selangor,2019,7,2,3.76
Selangor,2019,7,3,4.98
Selangor,2019,7,4,2.16
Selangor,2019,7,5,15.62
Selangor,2019,7,6,6.89
Selangor,2019,7,7,3.88
Selangor,2019,7,8,4.39
Selangor,2019,7,9,3.16
Selangor,2019,7,10,5.06
Selangor,2019,7,11,1.32
Selangor,2019,7,12,0.30
Selangor,2019,7,13,0.79
Selangor,2019,7,14,0.08
Selangor,2019,7,15,0.23
Selangor,2019,7,16,0.01
Selangor,2019,7,17,0.03
Selangor,2019,7,18,0.98
Selangor,2019,7,19,3.93
Selangor,2019,7,20,0.35
Selangor,2019,7,21,0.23
Selangor,2019,7,22,9.03
Selangor,2019,7,23,8.66
Selangor,2019,7,24,5.63
Selangor,2019,7,25,1.31
Selangor,2019,7,26,0.08
Selangor,2019,7,27,0.47
Selangor,2019,7,28,7.08
Selangor,2019,7,29,6.85
Selangor,2019,7,30,3.29
Selangor,2019,7,31,14.90
Selangor,2019,8,1,9.38
Selangor,2019,8,2,6.03
Selangor,2019,8,3,4.94
Selangor,2019,8,4,0.02
Selangor,2019,8,5,0.02
Selangor,2019,8,6,0.89
Selangor,2019,8,7,0.26
Selangor,2019,8,8,1.23
Selangor,2019,8,9,3.33
Selangor,2019,8,10,0.32
Selangor,2019,8,11,0.01
Selangor,2019,8,12,0.10
Selangor,2019,8,13,1.96
Selangor,2019,8,14,0.96
Selangor,2019,8,15,6.31
Selangor,2019,8,16,2.05
Selangor,2019,8,17,0.93
Selangor,2019,8,18,1.06
Selangor,2019,8,19,0.68
Selangor,2019,8,20,0.29
Selangor,2019,8,21,0.23
Selangor,2019,8,22,0.59
Selangor,2019,8,23,6.19
Selangor,2019,8,24,10.09
Selangor,2019,8,25,10.31
Selangor,2019,8,26,6.30
Selangor,2019,8,27,5.05
Selangor,2019,8,28,8.87
Selangor,2019,8,29,42.90
Selangor,2019,8,30,16.83
Selangor,2019,8,31,24.40
Selangor,2019,9,1,15.93
Selangor,2019,9,2,2.70
Selangor,2019,9,3,11.16
Selangor,2019,9,4,15.84
Selangor,2019,9,5,18.91
Selangor,2019,9,6,10.90
Selangor,2019,9,7,16.01
Selangor,2019,9,8,6.95
Selangor,2019,9,9,4.42
Selangor,2019,9,10,5.66
Selangor,2019,9,11,1.66
Selangor,2019,9,12,0.25
Selangor,2019,9,13,0.14
Selangor,2019,9,14,0.52
Selangor,2019,9,15,0.21
Selangor,2019,9,16,5.60
Selangor,2019,9,17,10.45
Selangor,2019,9,18,2.86
Selangor,2019,9,19,0.74
Selangor,2019,9,20,8.34
Selangor,2019,9,21,51.12
Selangor,2019,9,22,21.02
Selangor,2019,9,23,5.20
Selangor,2019,9,24,10.69
Selangor,2019,9,25,6.85
Selangor,2019,9,26,0.59
Selangor,2019,9,27,4.56
Selangor,2019,9,28,1.39
Selangor,2019,9,29,3.07
Selangor,2019,9,30,2.35
Selangor,2019,10,1,0.28
Selangor,2019,10,2,0.07
Selangor,2019,10,3,0.39
Selangor,2019,10,4,0.58
Selangor,2019,10,5,0.86
Selangor,2019,10,6,1.86
Selangor,2019,10,7,0.48
Selangor,2019,10,8,6.77
Selangor,2019,10,9,10.82
Selangor,2019,10,10,0.75
Selangor,2019,10,11,6.24
Selangor,2019,10,12,16.95
Selangor,2019,10,13,3.39
Selangor,2019,10,14,3.37
Selangor,2019,10,15,3.25
Selangor,2019,10,16,0.47
Selangor,2019,10,17,1.76
Selangor,2019,10,18,3.31
Selangor,2019,10,19,0.37
Selangor,2019,10,20,2.98
Selangor,2019,10,21,17.76
Selangor,2019,10,22,48.37
Selangor,2019,10,23,14.75
Selangor,2019,10,24,15.45
Selangor,2019,10,25,4.44
Selangor,2019,10,26,0.70
Selangor,2019,10,27,1.09
Selangor,2019,10,28,8.62
Selangor,2019,10,29,5.84
Selangor,2019,10,30,6.02
Selangor,2019,10,31,12.42
Selangor,2019,11,1,3.25
Selangor,2019,11,2,1.30
Selangor,2019,11,3,3.25
Selangor,2019,11,4,15.56
Selangor,2019,11,5,14.98
Selangor,2019,11,6,6.28
Selangor,2019,11,7,0.13
Selangor,2019,11,8,0.24
Selangor,2019,11,9,1.10
Selangor,2019,11,10,19.65
Selangor,2019,11,11,44.87
Selangor,2019,11,12,16.38
Selangor,2019,11,13,26.89
Selangor,2019,11,14,11.34
Selangor,2019,11,15,22.27
Selangor,2019,11,16,34.94
Selangor,2019,11,17,36.48
Selangor,2019,11,18,18.80
Selangor,2019,11,19,50.81
Selangor,2019,11,20,4.31
Selangor,2019,11,21,8.38
Selangor,2019,11,22,9.65
Selangor,2019,11,23,11.48
Selangor,2019,11,24,15.09
Selangor,2019,11,25,12.41
Selangor,2019,11,26,11.00
Selangor,2019,11,27,32.88
Selangor,2019,11,28,13.96
Selangor,2019,11,29,9.20
Selangor,2019,11,30,2.31
Selangor,2019,12,1,28.73
Selangor,2019,12,2,7.60
Selangor,2019,12,3,13.18
Selangor,2019,12,4,28.36
Selangor,2019,12,5,4.83
Selangor,2019,12,6,1.93
Selangor,2019,12,7,0.61
Selangor,2019,12,8,0.74
Selangor,2019,12,9,4.94
Selangor,2019,12,10,0.61
Selangor,2019,12,11,2.75
Selangor,2019,12,12,19.66
Selangor,2019,12,13,41.50
Selangor,2019,12,14,24.12
Selangor,2019,12,15,24.12
Selangor,2019,12,16,4.93
Selangor,2019,12,17,1.70
Selangor,2019,12,18,1.37
Selangor,2019,12,19,3.90
Selangor,2019,12,20,1.35
Selangor,2019,12,21,6.68
Selangor,2019,12,22,4.45
Selangor,2019,12,23,0.06
Selangor,2019,12,24,0.95
Selangor,2019,12,25,2.68
Selangor,2019,12,26,8.91
Selangor,2019,12,27,4.76
Selangor,2019,12,28,0.69
Selangor,2019,12,29,0.19
Selangor,2019,12,30,0.24
Selangor,2019,12,31,0.14
Selangor,2020,1,1,0.27
Selangor,2020,1,2,0.07
Selangor,2020,1,3,0.06
Selangor,2020,1,4,1.20
Selangor,2020,1,5,1.23
Selangor,2020,1,6,1.26
Selangor,2020,1,7,1.64
Selangor,2020,1,8,13.28
Selangor,2020,1,9,10.36
Selangor,2020,1,10,0.46
Selangor,2020,1,11,0.70
Selangor,2020,1,12,2.96
Selangor,2020,1,13,0.11
Selangor,2020,1,14,0.09
Selangor,2020,1,15,0.70
Selangor,2020,1,16,1.66
Selangor,2020,1,17,2.27
Selangor,2020,1,18,7.05
Selangor,2020,1,19,1.74
Selangor,2020,1,20,1.48
Selangor,2020,1,21,1.01
Selangor,2020,1,22,6.96
Selangor,2020,1,23,7.74
Selangor,2020,1,24,5.19
Selangor,2020,1,25,6.49
Selangor,2020,1,26,3.26
Selangor,2020,1,27,0.06
Selangor,2020,1,28,0.08
Selangor,2020,1,29,0.66
Selangor,2020,1,30,0.13
Selangor,2020,1,31,0.05
Selangor,2020,2,1,0.07
Selangor,2020,2,2,0.04
Selangor,2020,2,3,0.03
Selangor,2020,2,4,0.07
Selangor,2020,2,5,0.09
Selangor,2020,2,6,0.39
Selangor,2020,2,7,0.14
Selangor,2020,2,8,0.64
Selangor,2020,2,9,0.02
Selangor,2020,2,10,0.03
Selangor,2020,2,11,0.02
Selangor,2020,2,12,0.02
Selangor,2020,2,13,0.02
Selangor,2020,2,14,0.26
Selangor,2020,2,15,0.32
Selangor,2020,2,16,0.01
Selangor,2020,2,17,0.05
Selangor,2020,2,18,0.14
Selangor,2020,2,19,0.05
Selangor,2020,2,20,0.25
Selangor,2020,2,21,1.20
Selangor,2020,2,22,2.45
Selangor,2020,2,23,0.73
Selangor,2020,2,24,2.24
Selangor,2020,2,25,26.09
Selangor,2020,2,26,7.02
Selangor,2020,2,27,0.24
Selangor,2020,2,28,13.37
Selangor,2020,2,29,40.59
Selangor,2020,3,1,1.75
Selangor,2020,3,2,0.14
Selangor,2020,3,3,0.16
Selangor,2020,3,4,1.77
Selangor,2020,3,5,1.23
Selangor,2020,3,6,2.30
Selangor,2020,3,7,11.62
Selangor,2020,3,8,39.70
Selangor,2020,3,9,10.20
Selangor,2020,3,10,8.64
Selangor,2020,3,11,19.97
Selangor,2020,3,12,11.94
Selangor,2020,3,13,5.28
Selangor,2020,3,14,7.12
Selangor,2020,3,15,0.53
Selangor,2020,3,16,30.60
Selangor,2020,3,17,8.67
Selangor,2020,3,18,7.18
Selangor,2020,3,19,27.01
Selangor,2020,3,20,3.63
Selangor,2020,3,21,1.88
Selangor,2020,3,22,9.71
Selangor,2020,3,23,1.99
Selangor,2020,3,24,0.16
Selangor,2020,3,25,0.03
Selangor,2020,3,26,0.19
Selangor,2020,3,27,0.01
Selangor,2020,3,28,0.03
Selangor,2020,3,29,0.71
Selangor,2020,3,30,0.16
Selangor,2020,3,31,0.22
Selangor,2020,4,1,0.13
Selangor,2020,4,2,0.00
Selangor,2020,4,3,0.01
Selangor,2020,4,4,2.10
Selangor,2020,4,5,0.68
Selangor,2020,4,6,0.00
Selangor,2020,4,7,0.00
Selangor,2020,4,8,0.00
Selangor,2020,4,9,0.00
Selangor,2020,4,10,0.00
Selangor,2020,4,11,0.01
Selangor,2020,4,12,0.12
Selangor,2020,4,13,0.82
Selangor,2020,4,14,0.36
Selangor,2020,4,15,0.25
Selangor,2020,4,16,0.89
Selangor,2020,4,17,0.87
Selangor,2020,4,18,1.77
Selangor,2020,4,19,30.02
Selangor,2020,4,20,99.26
Selangor,2020,4,21,40.74
Selangor,2020,4,22,25.30
Selangor,2020,4,23,17.64
Selangor,2020,4,24,7.89
Selangor,2020,4,25,10.86
Selangor,2020,4,26,2.15
Selangor,2020,4,27,4.08
Selangor,2020,4,28,2.37
Selangor,2020,4,29,1.94
Selangor,2020,4,30,17.86
Selangor,2020,5,1,11.69
Selangor,2020,5,2,1.39
Selangor,2020,5,3,0.34
Selangor,2020,5,4,6.65
Selangor,2020,5,5,9.78
Selangor,2020,5,6,48.38
Selangor,2020,5,7,11.28
Selangor,2020,5,8,7.16
Selangor,2020,5,9,0.90
Selangor,2020,5,10,0.02
Selangor,2020,5,11,6.64
Selangor,2020,5,12,10.06
Selangor,2020,5,13,13.28
Selangor,2020,5,14,8.64
Selangor,2020,5,15,0.65
Selangor,2020,5,16,1.77
Selangor,2020,5,17,0.05
Selangor,2020,5,18,1.48
Selangor,2020,5,19,2.86
Selangor,2020,5,20,2.66
Selangor,2020,5,21,1.34
Selangor,2020,5,22,13.58
Selangor,2020,5,23,3.53
Selangor,2020,5,24,0.43
Selangor,2020,5,25,3.70
Selangor,2020,5,26,1.18
Selangor,2020,5,27,0.00
Selangor,2020,5,28,2.46
Selangor,2020,5,29,9.17
Selangor,2020,5,30,27.26
Selangor,2020,5,31,15.45
Selangor,2020,6,1,7.41
Selangor,2020,6,2,4.39
Selangor,2020,6,3,16.48
Selangor,2020,6,4,3.08
Selangor,2020,6,5,7.52
Selangor,2020,6,6,6.06
Selangor,2020,6,7,13.99
Selangor,2020,6,8,51.29
Selangor,2020,6,9,9.93
Selangor,2020,6,10,4.46
Selangor,2020,6,11,22.86
Selangor,2020,6,12,5.13
Selangor,2020,6,13,0.17
Selangor,2020,6,14,0.25
Selangor,2020,6,15,2.63
Selangor,2020,6,16,3.32
Selangor,2020,6,17,3.24
Selangor,2020,6,18,6.09
Selangor,2020,6,19,9.97
Selangor,2020,6,20,4.21
Selangor,2020,6,21,8.95
Selangor,2020,6,22,3.13
Selangor,2020,6,23,1.04
Selangor,2020,6,24,1.68
